pid,max_value_column,max_value,date
D20240215T180642_IFCB010_00177,fiber,0.9043,20240215
D20240215T180642_IFCB010_00178,nanoplankton_mix,0.997,20240215
D20240215T180642_IFCB010_00179,detritus_transparent,0.9023,20240215
D20240215T180642_IFCB010_00180,nanoplankton_mix,0.9966,20240215
D20240215T180642_IFCB010_00181,Dictyocha,0.9966,20240215
D20240215T180642_IFCB010_00182,nanoplankton_mix,0.997,20240215
D20240215T180642_IFCB010_00183,nanoplankton_mix,0.998,20240215
D20240215T180642_IFCB010_00184,coccolithophorid,0.5674,20240215
D20240215T180642_IFCB010_00186,nanoplankton_mix,0.987,20240215
D20240215T180642_IFCB010_00187,nanoplankton_mix,0.9995,20240215
D20240215T180642_IFCB010_00189,fiber,1.0,20240215
D20240215T180642_IFCB010_00190,detritus_transparent,0.8574,20240215
D20240215T180642_IFCB010_00191,detritus,0.9937,20240215
D20240215T180642_IFCB010_00192,Chrysochromulina,0.4324,20240215
D20240215T180642_IFCB010_00193,flagellate,0.996,20240215
D20240215T180642_IFCB010_00194,nanoplankton_mix,1.0,20240215
D20240215T180642_IFCB010_00195,detritus_transparent,0.8857,20240215
D20240215T180642_IFCB010_00196,detritus,0.3074,20240215
D20240215T180642_IFCB010_00198,detritus,0.793,20240215
D20240215T180642_IFCB010_00199,Pyramimonas,0.546,20240215
D20240215T180642_IFCB010_00200,detritus_transparent,0.3796,20240215
D20240215T180642_IFCB010_00201,nanoplankton_mix,0.9956,20240215
D20240215T180642_IFCB010_00202,fiber,1.0,20240215
D20240215T180642_IFCB010_00203,Leptocylindrus,0.9976,20240215
D20240215T180642_IFCB010_00204,nanoplankton_mix,0.9937,20240215
D20240215T180642_IFCB010_00205,nanoplankton_mix,0.9995,20240215
D20240215T180642_IFCB010_00206,Leptocylindrus,1.0,20240215
D20240215T180642_IFCB010_00207,flagellate_morphotype3,1.0,20240215
D20240215T180642_IFCB010_00208,nanoplankton_mix,0.4114,20240215
D20240215T180642_IFCB010_00209,detritus_transparent,0.5386,20240215
D20240215T180642_IFCB010_00210,nanoplankton_mix,0.9985,20240215
D20240215T180642_IFCB010_00211,fiber,0.985,20240215
D20240215T180642_IFCB010_00212,fiber,0.9224,20240215
D20240215T180642_IFCB010_00213,nanoplankton_mix,0.978,20240215
D20240215T180642_IFCB010_00214,detritus,1.0,20240215
D20240215T180642_IFCB010_00215,nanoplankton_mix,0.978,20240215
D20240215T180642_IFCB010_00216,nanoplankton_mix,1.0,20240215
D20240215T180642_IFCB010_00217,nanoplankton_mix,0.9995,20240215
D20240215T180642_IFCB010_00219,nanoplankton_mix,0.979,20240215
D20240215T180642_IFCB010_00220,detritus,0.996,20240215
D20240215T180642_IFCB010_00221,fiber,1.0,20240215
D20240215T180642_IFCB010_00222,nanoplankton_mix,0.6816,20240215
D20240215T180642_IFCB010_00223,nanoplankton_mix,0.728,20240215
D20240215T180642_IFCB010_00224,nanoplankton_mix,1.0,20240215
D20240215T180642_IFCB010_00225,Chaetoceros_socialis,0.8306,20240215
D20240215T180642_IFCB010_00226,detritus,0.997,20240215
D20240215T180642_IFCB010_00227,nanoplankton_mix,0.9995,20240215
D20240215T180642_IFCB010_00228,detritus,1.0,20240215
D20240215T180642_IFCB010_00229,fiber,1.0,20240215
D20240215T180642_IFCB010_00230,nanoplankton_mix,0.6846,20240215
D20240215T180642_IFCB010_00231,Cryptophyta,0.7695,20240215
D20240215T180642_IFCB010_00233,nanoplankton_mix,0.8037,20240215
D20240215T180642_IFCB010_00234,detritus,0.9087,20240215
D20240215T180642_IFCB010_00235,detritus,0.761,20240215
D20240215T180642_IFCB010_00236,flagellate,0.704,20240215
D20240215T180642_IFCB010_00237,detritus,0.9966,20240215
D20240215T180642_IFCB010_00238,detritus,0.9746,20240215
D20240215T180642_IFCB010_00239,fiber,1.0,20240215
D20240215T180642_IFCB010_00240,detritus_transparent,0.7363,20240215
D20240215T180642_IFCB010_00243,fiber,1.0,20240215
D20240215T180642_IFCB010_00244,nanoplankton_mix,0.9995,20240215
D20240215T180642_IFCB010_00246,Katodinium_or_Torodinium,0.4155,20240215
D20240215T180642_IFCB010_00247,fiber,1.0,20240215
D20240215T180642_IFCB010_00248,detritus,0.9697,20240215
D20240215T180642_IFCB010_00249,Pyramimonas,1.0,20240215
D20240215T180642_IFCB010_00250,nanoplankton_mix,0.9883,20240215
D20240215T180642_IFCB010_00252,detritus,0.4927,20240215
D20240215T180642_IFCB010_00253,fiber,0.9995,20240215
D20240215T180642_IFCB010_00255,Heterocapsa_rotundata,0.9995,20240215
D20240215T180642_IFCB010_00256,fiber,1.0,20240215
D20240215T180642_IFCB010_00258,detritus,0.7466,20240215
D20240215T180642_IFCB010_00259,detritus,0.9844,20240215
D20240215T180642_IFCB010_00260,nanoplankton_mix,0.9985,20240215
D20240215T180642_IFCB010_00261,detritus_transparent,0.9985,20240215
D20240215T180642_IFCB010_00262,nanoplankton_mix,0.9688,20240215
D20240215T180642_IFCB010_00263,nanoplankton_mix,0.815,20240215
D20240215T180642_IFCB010_00265,nanoplankton_mix,0.9736,20240215
D20240215T180642_IFCB010_00267,fiber,0.9995,20240215
D20240215T180642_IFCB010_00269,fiber,0.963,20240215
D20240215T180642_IFCB010_00271,detritus,0.9927,20240215
D20240215T180642_IFCB010_00272,Thalassiosira_TAG_external_detritus,0.9424,20240215
D20240215T180642_IFCB010_00273,Thalassionema,1.0,20240215
D20240215T180642_IFCB010_00274,fiber,1.0,20240215
D20240215T180642_IFCB010_00275,nanoplankton_mix,0.9985,20240215
D20240215T180642_IFCB010_00276,fiber,1.0,20240215
D20240215T180642_IFCB010_00278,fiber,0.7964,20240215
D20240215T180642_IFCB010_00279,nanoplankton_mix,0.392,20240215
D20240215T180642_IFCB010_00280,Bacillariophyceae,0.864,20240215
D20240215T180642_IFCB010_00281,Pyramimonas,1.0,20240215
D20240215T180642_IFCB010_00282,detritus,0.929,20240215
D20240215T180642_IFCB010_00283,detritus,0.625,20240215
D20240215T180642_IFCB010_00284,detritus,0.9136,20240215
D20240215T180642_IFCB010_00285,nanoplankton_mix,0.989,20240215
D20240215T180642_IFCB010_00286,Prorocentrum_triestinum,0.525,20240215
D20240215T180642_IFCB010_00287,detritus,1.0,20240215
D20240215T180642_IFCB010_00288,fiber,1.0,20240215
D20240215T180642_IFCB010_00289,Proterythropsis,0.9985,20240215
D20240215T180642_IFCB010_00290,detritus,0.878,20240215
D20240215T180642_IFCB010_00291,detritus,0.697,20240215
D20240215T180642_IFCB010_00292,fiber,1.0,20240215
D20240215T180642_IFCB010_00293,detritus,0.583,20240215
D20240215T180642_IFCB010_00294,fiber,0.9175,20240215
D20240215T180642_IFCB010_00295,nanoplankton_mix,0.9697,20240215
D20240215T180642_IFCB010_00296,Cryptophyta,0.904,20240215
D20240215T180642_IFCB010_00297,fiber,1.0,20240215
D20240215T180642_IFCB010_00298,fiber,1.0,20240215
D20240215T180642_IFCB010_00299,Cryptophyta,0.84,20240215
D20240215T180642_IFCB010_00300,detritus_transparent,0.8564,20240215
D20240215T180642_IFCB010_00301,Bacillariophyceae,0.5674,20240215
D20240215T180642_IFCB010_00302,detritus,1.0,20240215
D20240215T180642_IFCB010_00303,detritus,0.5503,20240215
D20240215T180642_IFCB010_00304,detritus_transparent,0.95,20240215
D20240215T180642_IFCB010_00305,nanoplankton_mix,0.9087,20240215
D20240215T180642_IFCB010_00306,detritus,0.5923,20240215
D20240215T180642_IFCB010_00308,detritus,0.526,20240215
D20240215T180642_IFCB010_00309,detritus,0.655,20240215
D20240215T180642_IFCB010_00310,detritus,0.952,20240215
D20240215T180642_IFCB010_00311,detritus,1.0,20240215
D20240215T180642_IFCB010_00312,nanoplankton_mix,0.9995,20240215
D20240215T180642_IFCB010_00313,fiber,0.9995,20240215
D20240215T180642_IFCB010_00314,detritus,1.0,20240215
D20240215T180642_IFCB010_00315,fiber,0.9653,20240215
D20240215T180642_IFCB010_00316,detritus_transparent,0.989,20240215
D20240215T180642_IFCB010_00317,detritus,0.985,20240215
D20240215T180642_IFCB010_00318,detritus,0.9995,20240215
D20240215T180642_IFCB010_00319,fiber,1.0,20240215
D20240215T180642_IFCB010_00320,detritus_transparent,0.6113,20240215
D20240215T180642_IFCB010_00321,pennate,0.847,20240215
D20240215T180642_IFCB010_00322,fiber,0.9995,20240215
D20240215T180642_IFCB010_00323,Cryptophyta,0.7715,20240215
D20240215T180642_IFCB010_00324,fiber,0.9995,20240215
D20240215T180642_IFCB010_00325,detritus,1.0,20240215
D20240215T180642_IFCB010_00326,detritus,0.9775,20240215
D20240215T180642_IFCB010_00328,detritus,0.4631,20240215
D20240215T180642_IFCB010_00329,fiber,1.0,20240215
D20240215T180642_IFCB010_00330,detritus_transparent,0.3875,20240215
D20240215T180642_IFCB010_00331,nanoplankton_mix,0.9976,20240215
D20240215T180642_IFCB010_00332,fiber,0.6313,20240215
D20240215T180642_IFCB010_00333,Bacillariophyceae,0.972,20240215
D20240215T180642_IFCB010_00334,flagellate,0.544,20240215
D20240215T180642_IFCB010_00335,detritus,0.983,20240215
D20240215T180642_IFCB010_00336,fiber,0.9634,20240215
D20240215T180642_IFCB010_00337,Acanthoica_quattrospina,0.8867,20240215
D20240215T180642_IFCB010_00338,fiber,1.0,20240215
D20240215T180642_IFCB010_00339,nanoplankton_mix,0.999,20240215
D20240215T180642_IFCB010_00340,nanoplankton_mix,1.0,20240215
D20240215T180642_IFCB010_00341,fiber,0.981,20240215
D20240215T180642_IFCB010_00343,nanoplankton_mix,0.7446,20240215
D20240215T180642_IFCB010_00344,flagellate,0.5386,20240215
D20240215T180642_IFCB010_00345,fiber,0.4949,20240215
D20240215T180642_IFCB010_00346,fiber,1.0,20240215
D20240215T180642_IFCB010_00347,nanoplankton_mix,0.9966,20240215
D20240215T180642_IFCB010_00348,Syracosphaera_pulchra,0.49,20240215
D20240215T180642_IFCB010_00349,detritus,0.9673,20240215
D20240215T180642_IFCB010_00350,Ciliophora,0.9517,20240215
D20240215T180642_IFCB010_00351,fiber,0.998,20240215
D20240215T180642_IFCB010_00352,detritus,0.9995,20240215
D20240215T180642_IFCB010_00353,nanoplankton_mix,0.9937,20240215
D20240215T180642_IFCB010_00354,Apedinella,0.8843,20240215
D20240215T180642_IFCB010_00355,detritus,0.927,20240215
D20240215T180642_IFCB010_00356,Heterocapsa_rotundata,1.0,20240215
D20240215T180642_IFCB010_00357,detritus,0.5386,20240215
D20240215T180642_IFCB010_00358,Bacillariophyceae,0.748,20240215
D20240215T180642_IFCB010_00359,Leptocylindrus,1.0,20240215
D20240215T180642_IFCB010_00360,detritus,0.9995,20240215
D20240215T180642_IFCB010_00361,Cryptophyta,0.4988,20240215
D20240215T180642_IFCB010_00362,nanoplankton_mix,1.0,20240215
D20240215T180642_IFCB010_00364,nanoplankton_mix,0.999,20240215
D20240215T180642_IFCB010_00366,detritus,0.9946,20240215
D20240215T180642_IFCB010_00367,fiber,0.9927,20240215
D20240215T180642_IFCB010_00368,fecal_pellet,0.6724,20240215
D20240215T180642_IFCB010_00369,nanoplankton_mix,0.996,20240215
D20240215T180642_IFCB010_00370,nanoplankton_mix,0.999,20240215
D20240215T180642_IFCB010_00372,fiber,1.0,20240215
D20240215T180642_IFCB010_00373,detritus,1.0,20240215
D20240215T180642_IFCB010_00374,Thalassiosira_TAG_external_detritus,0.573,20240215
D20240215T180642_IFCB010_00375,nanoplankton_mix,0.98,20240215
D20240215T180642_IFCB010_00376,detritus,0.934,20240215
D20240215T180642_IFCB010_00377,detritus,0.976,20240215
D20240215T180642_IFCB010_00378,detritus,0.997,20240215
D20240215T180642_IFCB010_00380,nanoplankton_mix,0.4707,20240215
D20240215T180642_IFCB010_00381,detritus,0.998,20240215
D20240215T180642_IFCB010_00382,fiber,0.9,20240215
D20240215T180642_IFCB010_00383,flagellate_morphotype3,0.5356,20240215
D20240215T180642_IFCB010_00384,detritus,0.994,20240215
D20240215T180642_IFCB010_00386,detritus_transparent,0.621,20240215
D20240215T180642_IFCB010_00387,fiber,1.0,20240215
D20240215T180642_IFCB010_00388,nanoplankton_mix,0.9604,20240215
D20240215T180642_IFCB010_00389,detritus,0.663,20240215
D20240215T180642_IFCB010_00390,fiber_TAG_external_detritus,0.998,20240215
D20240215T180642_IFCB010_00391,detritus,0.9585,20240215
D20240215T180642_IFCB010_00393,detritus,0.762,20240215
D20240215T180642_IFCB010_00394,fiber,1.0,20240215
D20240215T180642_IFCB010_00395,detritus,0.9404,20240215
D20240215T180642_IFCB010_00396,nanoplankton_mix,0.999,20240215
D20240215T180642_IFCB010_00397,nanoplankton_mix,0.3367,20240215
D20240215T180642_IFCB010_00398,detritus,0.9497,20240215
D20240215T180642_IFCB010_00399,detritus,0.878,20240215
D20240215T180642_IFCB010_00400,fiber,0.7603,20240215
D20240215T180642_IFCB010_00401,detritus,0.999,20240215
D20240215T180642_IFCB010_00402,detritus,0.9995,20240215
D20240215T180642_IFCB010_00403,Cryptophyta,0.279,20240215
D20240215T180642_IFCB010_00404,detritus_transparent,0.9995,20240215
D20240215T180642_IFCB010_00405,fiber,0.996,20240215
D20240215T180642_IFCB010_00406,Pyramimonas,0.9893,20240215
D20240215T180642_IFCB010_00407,nanoplankton_mix,0.998,20240215
D20240215T180642_IFCB010_00408,nanoplankton_mix,0.987,20240215
D20240215T180642_IFCB010_00409,detritus,0.9956,20240215
D20240215T180642_IFCB010_00410,nanoplankton_mix,0.809,20240215
D20240215T180642_IFCB010_00411,fiber,0.633,20240215
D20240215T180642_IFCB010_00412,nanoplankton_mix,0.9976,20240215
D20240215T180642_IFCB010_00413,detritus,0.598,20240215
D20240215T180642_IFCB010_00414,nanoplankton_mix,0.592,20240215
D20240215T180642_IFCB010_00415,detritus,0.9946,20240215
D20240215T180642_IFCB010_00416,nanoplankton_mix,0.995,20240215
D20240215T180642_IFCB010_00417,detritus,0.9976,20240215
D20240215T180642_IFCB010_00419,bead,0.557,20240215
D20240215T180642_IFCB010_00420,detritus,1.0,20240215
D20240215T180642_IFCB010_00422,pennate,0.912,20240215
D20240215T180642_IFCB010_00423,Cryptophyta,0.992,20240215
D20240215T180642_IFCB010_00424,Pyramimonas,0.785,20240215
D20240215T180642_IFCB010_00425,detritus,0.998,20240215
D20240215T180642_IFCB010_00427,nanoplankton_mix,0.747,20240215
D20240215T180642_IFCB010_00428,Leptocylindrus,0.9976,20240215
D20240215T180642_IFCB010_00429,Leptocylindrus,1.0,20240215
D20240215T180642_IFCB010_00431,Bacillariophyceae,0.8555,20240215
D20240215T180642_IFCB010_00433,Heterocapsa_rotundata,1.0,20240215
D20240215T180642_IFCB010_00434,nanoplankton_mix,0.818,20240215
D20240215T180642_IFCB010_00435,Leptocylindrus,1.0,20240215
D20240215T180642_IFCB010_00436,camera_spot,0.54,20240215
D20240215T180642_IFCB010_00437,fiber,1.0,20240215
D20240215T180642_IFCB010_00438,detritus,0.8936,20240215
D20240215T180642_IFCB010_00439,nanoplankton_mix,1.0,20240215
D20240215T180642_IFCB010_00440,detritus,0.999,20240215
D20240215T180642_IFCB010_00441,detritus,0.577,20240215
D20240215T180642_IFCB010_00442,detritus,1.0,20240215
D20240215T180642_IFCB010_00443,fiber,1.0,20240215
D20240215T180642_IFCB010_00444,fiber,1.0,20240215
D20240215T180642_IFCB010_00445,detritus,0.8013,20240215
D20240215T180642_IFCB010_00448,fiber,0.8525,20240215
D20240215T180642_IFCB010_00449,Asterionellopsis_glacialis,1.0,20240215
D20240215T180642_IFCB010_00451,nanoplankton_mix,0.631,20240215
D20240215T180642_IFCB010_00452,detritus,0.9834,20240215
D20240215T180642_IFCB010_00453,Heterocapsa_rotundata,1.0,20240215
D20240215T180642_IFCB010_00454,nanoplankton_mix,0.9062,20240215
D20240215T180642_IFCB010_00455,detritus,0.2494,20240215
D20240215T180642_IFCB010_00456,detritus,0.9927,20240215
D20240215T180642_IFCB010_00457,fiber,0.9683,20240215
D20240215T180642_IFCB010_00458,fiber,0.9985,20240215
D20240215T180642_IFCB010_00459,fiber,1.0,20240215
D20240215T180642_IFCB010_00460,nanoplankton_mix,0.999,20240215
D20240215T180642_IFCB010_00461,nanoplankton_mix,0.993,20240215
D20240215T180642_IFCB010_00462,nanoplankton_mix,0.9854,20240215
D20240215T180642_IFCB010_00463,Cryptophyta,1.0,20240215
D20240215T180642_IFCB010_00464,nanoplankton_mix,0.613,20240215
D20240215T180642_IFCB010_00465,detritus,0.993,20240215
D20240215T180642_IFCB010_00466,detritus,1.0,20240215
D20240215T180642_IFCB010_00467,Bacillariophyceae,0.5522,20240215
D20240215T180642_IFCB010_00468,detritus,0.9995,20240215
D20240215T180642_IFCB010_00470,Heterocapsa_rotundata,0.999,20240215
D20240215T180642_IFCB010_00471,nanoplankton_mix,0.977,20240215
D20240215T180642_IFCB010_00472,Bacillariophyceae,0.6343,20240215
D20240215T180642_IFCB010_00473,fiber,1.0,20240215
D20240215T180642_IFCB010_00474,Cryptophyta,0.9707,20240215
D20240215T180642_IFCB010_00475,detritus,0.998,20240215
D20240215T180642_IFCB010_00476,Heterocapsa_rotundata,0.9644,20240215
D20240215T180642_IFCB010_00477,fiber,0.981,20240215
D20240215T180642_IFCB010_00478,detritus_transparent,1.0,20240215
D20240215T180642_IFCB010_00479,Leptocylindrus,0.998,20240215
D20240215T180642_IFCB010_00480,Heterocapsa_rotundata,1.0,20240215
D20240215T180642_IFCB010_00481,nanoplankton_mix,0.788,20240215
D20240215T180642_IFCB010_00482,fiber,0.591,20240215
D20240215T180642_IFCB010_00483,nanoplankton_mix,0.986,20240215
D20240215T180642_IFCB010_00484,detritus,0.901,20240215
D20240215T180642_IFCB010_00485,detritus,0.844,20240215
D20240215T180642_IFCB010_00486,coccolithophorid,0.499,20240215
D20240215T180642_IFCB010_00489,fiber,0.964,20240215
D20240215T180642_IFCB010_00491,fiber,0.768,20240215
D20240215T180642_IFCB010_00493,detritus,0.8823,20240215
D20240215T180642_IFCB010_00494,detritus_transparent,0.356,20240215
D20240215T180642_IFCB010_00495,Leptocylindrus,0.9756,20240215
D20240215T180642_IFCB010_00496,Asterionellopsis_glacialis,0.998,20240215
D20240215T180642_IFCB010_00497,detritus,0.9854,20240215
D20240215T180642_IFCB010_00498,fiber,1.0,20240215
D20240215T180642_IFCB010_00499,detritus,0.601,20240215
D20240215T180642_IFCB010_00500,nanoplankton_mix,0.9995,20240215
D20240215T180642_IFCB010_00501,detritus,0.995,20240215
D20240215T180642_IFCB010_00502,detritus,0.613,20240215
D20240215T180642_IFCB010_00503,fiber,1.0,20240215
D20240215T180642_IFCB010_00504,detritus,0.984,20240215
D20240215T180642_IFCB010_00505,nanoplankton_mix,0.9995,20240215
D20240215T180642_IFCB010_00506,nanoplankton_mix,0.746,20240215
D20240215T180642_IFCB010_00507,fiber,0.6714,20240215
D20240215T180642_IFCB010_00508,detritus,0.61,20240215
D20240215T180642_IFCB010_00509,fiber,1.0,20240215
D20240215T180642_IFCB010_00510,detritus,0.466,20240215
D20240215T180642_IFCB010_00511,nanoplankton_mix,0.9927,20240215
D20240215T180642_IFCB010_00512,Chaetoceros,1.0,20240215
D20240215T180642_IFCB010_00513,Apedinella,0.822,20240215
D20240215T180642_IFCB010_00515,detritus,0.996,20240215
D20240215T180642_IFCB010_00516,detritus,0.998,20240215
D20240215T180642_IFCB010_00517,fiber,0.9893,20240215
D20240215T180642_IFCB010_00518,nanoplankton_mix,0.8423,20240215
D20240215T180642_IFCB010_00519,flagellate,0.966,20240215
D20240215T180642_IFCB010_00521,Syracosphaera_pulchra,0.8853,20240215
D20240215T180642_IFCB010_00522,Tintinnina,0.5312,20240215
D20240215T180642_IFCB010_00524,fiber,0.9614,20240215
D20240215T180642_IFCB010_00525,detritus,1.0,20240215
D20240215T180642_IFCB010_00526,nanoplankton_mix,0.9995,20240215
D20240215T180642_IFCB010_00527,Proterythropsis,0.999,20240215
D20240215T180642_IFCB010_00528,fiber,0.951,20240215
D20240215T180642_IFCB010_00529,detritus,0.4954,20240215
D20240215T180642_IFCB010_00530,detritus,0.975,20240215
D20240215T180642_IFCB010_00531,fiber,1.0,20240215
D20240215T180642_IFCB010_00532,fiber,1.0,20240215
D20240215T180642_IFCB010_00533,fiber,1.0,20240215
D20240215T180642_IFCB010_00534,Paratontonia_gracillima,0.801,20240215
D20240215T180642_IFCB010_00535,detritus,1.0,20240215
D20240215T180642_IFCB010_00536,Heterocapsa_rotundata,0.9556,20240215
D20240215T180642_IFCB010_00537,Bacillariophyceae,0.9927,20240215
D20240215T180642_IFCB010_00538,detritus,0.4556,20240215
D20240215T180642_IFCB010_00539,fiber,0.8096,20240215
D20240215T180642_IFCB010_00540,fiber,0.969,20240215
D20240215T180642_IFCB010_00541,detritus,0.9717,20240215
D20240215T180642_IFCB010_00542,detritus,0.9385,20240215
D20240215T180642_IFCB010_00543,fiber,0.974,20240215
D20240215T180642_IFCB010_00544,fiber,0.998,20240215
D20240215T180642_IFCB010_00545,Apedinella,0.591,20240215
D20240215T180642_IFCB010_00546,Cryptophyta,0.4253,20240215
D20240215T180642_IFCB010_00547,fiber,1.0,20240215
D20240215T180642_IFCB010_00548,Cryptophyta,0.8877,20240215
D20240215T180642_IFCB010_00549,detritus,0.9985,20240215
D20240215T180642_IFCB010_00550,Cryptophyta,0.9316,20240215
D20240215T180642_IFCB010_00551,Cryptophyta,0.95,20240215
D20240215T180642_IFCB010_00552,fiber,0.999,20240215
D20240215T180642_IFCB010_00553,nanoplankton_mix,0.9995,20240215
D20240215T180642_IFCB010_00554,Cryptophyta,1.0,20240215
D20240215T180642_IFCB010_00555,Dinophyceae,0.917,20240215
D20240215T180642_IFCB010_00556,Asterionellopsis_glacialis,0.3376,20240215
D20240215T180642_IFCB010_00557,detritus,0.998,20240215
D20240215T180642_IFCB010_00558,fiber,1.0,20240215
D20240215T180642_IFCB010_00559,fiber,1.0,20240215
D20240215T180642_IFCB010_00560,fiber,1.0,20240215
D20240215T180642_IFCB010_00561,detritus,1.0,20240215
D20240215T180642_IFCB010_00563,detritus,0.9995,20240215
D20240215T180642_IFCB010_00564,Bacillariophyceae,0.9194,20240215
D20240215T180642_IFCB010_00565,fiber,1.0,20240215
D20240215T180642_IFCB010_00566,detritus,0.8555,20240215
D20240215T180642_IFCB010_00567,detritus_transparent,0.8047,20240215
D20240215T180642_IFCB010_00568,detritus,0.2327,20240215
D20240215T180642_IFCB010_00569,fiber,0.998,20240215
D20240215T180642_IFCB010_00570,fiber,1.0,20240215
D20240215T180642_IFCB010_00571,detritus,0.9434,20240215
D20240215T180642_IFCB010_00572,fiber,0.9995,20240215
D20240215T180642_IFCB010_00573,Bacillariophyceae,0.8823,20240215
D20240215T180642_IFCB010_00574,detritus,0.9995,20240215
D20240215T180642_IFCB010_00575,nanoplankton_mix,0.9473,20240215
D20240215T180642_IFCB010_00576,fiber_TAG_external_detritus,0.9863,20240215
D20240215T180642_IFCB010_00577,detritus,0.9297,20240215
D20240215T180642_IFCB010_00578,Karenia,0.967,20240215
D20240215T180642_IFCB010_00579,nanoplankton_mix,0.9966,20240215
D20240215T180642_IFCB010_00580,detritus_transparent,0.9995,20240215
D20240215T180642_IFCB010_00582,detritus,0.999,20240215
D20240215T180642_IFCB010_00583,fiber,0.84,20240215
D20240215T180642_IFCB010_00584,Pyramimonas,0.975,20240215
D20240215T180642_IFCB010_00585,detritus,0.7085,20240215
D20240215T180642_IFCB010_00586,nanoplankton_mix,1.0,20240215
D20240215T180642_IFCB010_00587,Cylindrotheca_morphotype1,0.9165,20240215
D20240215T180642_IFCB010_00588,detritus,0.5386,20240215
D20240215T180642_IFCB010_00589,detritus,0.9746,20240215
D20240215T180642_IFCB010_00590,Chrysochromulina,0.3696,20240215
D20240215T180642_IFCB010_00591,nanoplankton_mix,0.9985,20240215
D20240215T180642_IFCB010_00592,Thalassionema,1.0,20240215
D20240215T180642_IFCB010_00593,fiber,0.974,20240215
D20240215T180642_IFCB010_00594,detritus,0.998,20240215
D20240215T180642_IFCB010_00595,detritus,1.0,20240215
D20240215T180642_IFCB010_00596,nanoplankton_mix,0.9956,20240215
D20240215T180642_IFCB010_00597,detritus,0.9854,20240215
D20240215T180642_IFCB010_00598,nanoplankton_mix,0.9746,20240215
D20240215T180642_IFCB010_00599,fiber,1.0,20240215
D20240215T180642_IFCB010_00600,fiber,0.9985,20240215
D20240215T180642_IFCB010_00601,fiber,0.998,20240215
D20240215T180642_IFCB010_00603,Guinardia_delicatula,0.9927,20240215
D20240215T180642_IFCB010_00605,flagellate_morphotype3,0.594,20240215
D20240215T180642_IFCB010_00607,nanoplankton_mix,0.997,20240215
D20240215T180642_IFCB010_00608,detritus,0.9507,20240215
D20240215T180642_IFCB010_00609,nanoplankton_mix,0.9775,20240215
D20240215T180642_IFCB010_00610,detritus,1.0,20240215
D20240215T180642_IFCB010_00611,detritus,0.963,20240215
D20240215T180642_IFCB010_00612,fiber,1.0,20240215
D20240215T180642_IFCB010_00613,fiber,0.933,20240215
D20240215T180642_IFCB010_00614,fiber,0.9985,20240215
D20240215T180642_IFCB010_00615,nanoplankton_mix,0.9976,20240215
D20240215T180642_IFCB010_00617,Thalassiosira_TAG_external_detritus,0.989,20240215
D20240215T180642_IFCB010_00618,bead,0.917,20240215
D20240215T180642_IFCB010_00619,nanoplankton_mix,0.999,20240215
D20240215T180642_IFCB010_00620,detritus_transparent,0.8115,20240215
D20240215T180642_IFCB010_00621,detritus,0.999,20240215
D20240215T180642_IFCB010_00622,detritus,0.97,20240215
D20240215T180642_IFCB010_00623,Pyramimonas,0.998,20240215
D20240215T180642_IFCB010_00624,Bacillariophyceae,0.821,20240215
D20240215T180642_IFCB010_00625,nanoplankton_mix,0.9746,20240215
D20240215T180642_IFCB010_00626,Bacillariophyceae,0.9907,20240215
D20240215T180642_IFCB010_00627,Trichodesmium,0.996,20240215
D20240215T180642_IFCB010_00628,detritus,0.991,20240215
D20240215T180642_IFCB010_00629,fiber,1.0,20240215
D20240215T180642_IFCB010_00630,nanoplankton_mix,0.994,20240215
D20240215T180642_IFCB010_00631,nanoplankton_mix,0.997,20240215
D20240215T180642_IFCB010_00632,detritus,0.72,20240215
D20240215T180642_IFCB010_00633,fiber,0.904,20240215
D20240215T180642_IFCB010_00634,fiber,0.9995,20240215
D20240215T180642_IFCB010_00635,Bacillariophyceae,0.7876,20240215
D20240215T180642_IFCB010_00636,fiber,0.888,20240215
D20240215T180642_IFCB010_00637,fiber,0.996,20240215
D20240215T180642_IFCB010_00638,nanoplankton_mix,0.894,20240215
D20240215T180642_IFCB010_00640,fiber,0.831,20240215
D20240215T180642_IFCB010_00641,detritus,0.9937,20240215
D20240215T180642_IFCB010_00642,Heterocapsa_rotundata,0.3367,20240215
D20240215T180642_IFCB010_00643,nanoplankton_mix,0.7744,20240215
D20240215T180642_IFCB010_00644,nanoplankton_mix,0.9976,20240215
D20240215T180642_IFCB010_00645,nanoplankton_mix,0.997,20240215
D20240215T180642_IFCB010_00646,nanoplankton_mix,0.8877,20240215
D20240215T180642_IFCB010_00647,detritus,0.9673,20240215
D20240215T180642_IFCB010_00648,detritus,0.995,20240215
D20240215T180642_IFCB010_00649,detritus,0.898,20240215
D20240215T180642_IFCB010_00650,Bacillariophyceae,0.9004,20240215
D20240215T180642_IFCB010_00651,nanoplankton_mix,0.9985,20240215
D20240215T180642_IFCB010_00652,Guinardia_delicatula,0.9688,20240215
D20240215T180642_IFCB010_00653,nanoplankton_mix,0.9995,20240215
D20240215T180642_IFCB010_00654,detritus,1.0,20240215
D20240215T180642_IFCB010_00655,detritus_transparent,0.961,20240215
D20240215T180642_IFCB010_00656,detritus,0.999,20240215
D20240215T180642_IFCB010_00657,fiber,0.987,20240215
